"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",102.7362,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",103.0975,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",103.8341,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",103.9099,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",104.7286,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2010_100","2010=100",104.9039,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2010_100","2010=100",104.9124,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2010_100","2010=100",105.5736,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2010_100","2010=100",103.8252,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2010_100","2010=100",103.6694,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2010_100","2010=100",104.5871,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2010_100","2010=100",104.1195,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2010_100","2010=100",104.0596,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2010_100","2010=100",104.0557,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units","2010_100","2010=100",103.8944,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units","2010_100","2010=100",103.5182,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2021-09","Sep-2021","IDX","Index","0","Units","2010_100","2010=100",103.8138,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2021-10","Oct-2021","IDX","Index","0","Units","2010_100","2010=100",103.6043,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2021-11","Nov-2021","IDX","Index","0","Units","2010_100","2010=100",103.751,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2021-12","Dec-2021","IDX","Index","0","Units","2010_100","2010=100",104.0287,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2022-01","Jan-2022","IDX","Index","0","Units","2010_100","2010=100",102.6445,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2022-02","Feb-2022","IDX","Index","0","Units","2010_100","2010=100",103.1868,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2022-03","Mar-2022","IDX","Index","0","Units","2010_100","2010=100",103.9929,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2022-04","Apr-2022","IDX","Index","0","Units","2010_100","2010=100",102.6261,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2022-05","May-2022","IDX","Index","0","Units","2010_100","2010=100",102.6375,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2022-06","Jun-2022","IDX","Index","0","Units","2010_100","2010=100",103.4586,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2022-07","Jul-2022","IDX","Index","0","Units","2010_100","2010=100",103.4808,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2022-08","Aug-2022","IDX","Index","0","Units","2010_100","2010=100",102.7545,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2022-09","Sep-2022","IDX","Index","0","Units","2010_100","2010=100",103.1977,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2022-10","Oct-2022","IDX","Index","0","Units","2010_100","2010=100",103.7088,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2022-11","Nov-2022","IDX","Index","0","Units","2010_100","2010=100",103.9309,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2022-12","Dec-2022","IDX","Index","0","Units","2010_100","2010=100",104.4021,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2023-01","Jan-2023","IDX","Index","0","Units","2010_100","2010=100",104.2631,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2023-02","Feb-2023","IDX","Index","0","Units","2010_100","2010=100",104.419,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2023-03","Mar-2023","IDX","Index","0","Units","2010_100","2010=100",104.4877,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2023-04","Apr-2023","IDX","Index","0","Units","2010_100","2010=100",104.8825,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2023-05","May-2023","IDX","Index","0","Units","2010_100","2010=100",104.761,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2023-06","Jun-2023","IDX","Index","0","Units","2010_100","2010=100",105.274,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2023-07","Jul-2023","IDX","Index","0","Units","2010_100","2010=100",105.4752,,
"CCRETT01","Relative consumer price indices","AUT","Austria","M","Monthly","2023-08","Aug-2023","IDX","Index","0","Units","2010_100","2010=100",105.6149,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","A","Annual","2020","2020","IDX","Index","0","Units","2010_100","2010=100",105.7142,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","A","Annual","2021","2021","IDX","Index","0","Units","2010_100","2010=100",105.8989,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","A","Annual","2022","2022","IDX","Index","0","Units","2010_100","2010=100",105.5097,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2010_100","2010=100",104.3693,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2010_100","2010=100",105.319,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2010_100","2010=100",106.5693,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2010_100","2010=100",106.5993,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2010_100","2010=100",106.1258,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2010_100","2010=100",105.8415,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2010_100","2010=100",105.7264,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2010_100","2010=100",105.9019,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","Q","Quarterly","2022-Q1","Q1-2022","IDX","Index","0","Units","2010_100","2010=100",106.8415,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","Q","Quarterly","2022-Q2","Q2-2022","IDX","Index","0","Units","2010_100","2010=100",104.479,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","Q","Quarterly","2022-Q3","Q3-2022","IDX","Index","0","Units","2010_100","2010=100",104.0156,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","Q","Quarterly","2022-Q4","Q4-2022","IDX","Index","0","Units","2010_100","2010=100",106.7027,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","Q","Quarterly","2023-Q1","Q1-2023","IDX","Index","0","Units","2010_100","2010=100",106.647,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","Q","Quarterly","2023-Q2","Q2-2023","IDX","Index","0","Units","2010_100","2010=100",105.8136,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2010_100","2010=100",104.2198,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2010_100","2010=100",103.6671,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2010_100","2010=100",105.221,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2010_100","2010=100",105.2015,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2010_100","2010=100",105.188,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2010_100","2010=100",105.5674,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2010_100","2010=100",106.0465,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2010_100","2010=100",107.013,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2010_100","2010=100",106.6485,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2010_100","2010=100",106.6717,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2010_100","2010=100",106.4067,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2010_100","2010=100",106.7195,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2010_100","2010=100",106.5984,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2010_100","2010=100",106.029,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2010_100","2010=100",105.7499,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2010_100","2010=100",105.9189,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2010_100","2010=100",105.9784,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2010_100","2010=100",105.6272,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units","2010_100","2010=100",105.9042,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units","2010_100","2010=100",105.8996,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2021-09","Sep-2021","IDX","Index","0","Units","2010_100","2010=100",105.3754,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2021-10","Oct-2021","IDX","Index","0","Units","2010_100","2010=100",105.721,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2021-11","Nov-2021","IDX","Index","0","Units","2010_100","2010=100",106.1699,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2021-12","Dec-2021","IDX","Index","0","Units","2010_100","2010=100",105.8148,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2022-01","Jan-2022","IDX","Index","0","Units","2010_100","2010=100",107.3866,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2022-02","Feb-2022","IDX","Index","0","Units","2010_100","2010=100",107.346,,
"CCRETT01","Relative consumer price indices","BEL","Belgium","M","Monthly","2022-03","Mar-2022","IDX","Index","0","Units","2010_100","2010=100",105.7919,,
