,Country,Frequency,Time,interest_rate,type_interest,liquidity,liquidity_type,usd_rate,CPI,Share Price Index
0,Australia,Annual,2020,0.9208333,Long,181.7957,Narrow Money (M1),1.453532,94.29472,111.1882
1,Australia,Annual,2020,0.9208333,Long,129.7492,Broad Money (M3),1.453532,94.29472,111.1882
2,Australia,Annual,2020,0.2566667,Short,181.7957,Narrow Money (M1),1.453532,94.29472,111.1882
3,Australia,Annual,2020,0.2566667,Short,129.7492,Broad Money (M3),1.453532,94.29472,111.1882
4,Australia,Annual,2020,0.1,Intermediate,181.7957,Narrow Money (M1),1.453532,94.29472,111.1882
5,Australia,Annual,2020,0.1,Intermediate,129.7492,Broad Money (M3),1.453532,94.29472,111.1882
6,Australia,Annual,2021,1.48,Long,218.1755,Narrow Money (M1),1.331484,100.051,130.4751
7,Australia,Annual,2021,1.48,Long,141.2506,Broad Money (M3),1.331484,100.051,130.4751
8,Australia,Annual,2021,0.02833333,Short,218.1755,Narrow Money (M1),1.331484,100.051,130.4751
9,Australia,Annual,2021,0.02833333,Short,141.2506,Broad Money (M3),1.331484,100.051,130.4751
10,Australia,Annual,2021,0.1,Intermediate,218.1755,Narrow Money (M1),1.331484,100.051,130.4751
11,Australia,Annual,2021,0.1,Intermediate,141.2506,Broad Money (M3),1.331484,100.051,130.4751
12,Australia,Annual,2022,3.200833,Long,242.9206,Narrow Money (M1),1.441797,100.3773,128.3665
13,Australia,Annual,2022,3.200833,Long,153.4453,Broad Money (M3),1.441797,100.3773,128.3665
14,Australia,Annual,2022,1.636667,Short,242.9206,Narrow Money (M1),1.441797,100.3773,128.3665
15,Australia,Annual,2022,1.636667,Short,153.4453,Broad Money (M3),1.441797,100.3773,128.3665
16,Australia,Annual,2022,3.05,Intermediate,242.9206,Narrow Money (M1),1.441797,100.3773,128.3665
17,Australia,Annual,2022,3.05,Intermediate,153.4453,Broad Money (M3),1.441797,100.3773,128.3665
18,Australia,Quarterly,Q1-2020,1.006667,Long,161.8155,Narrow Money (M1),1.520858,91.06085,117.4883
19,Australia,Quarterly,Q1-2020,1.006667,Long,122.2947,Broad Money (M3),1.520858,91.06085,117.4883
20,Australia,Quarterly,Q1-2020,0.77,Short,161.8155,Narrow Money (M1),1.520858,91.06085,117.4883
21,Australia,Quarterly,Q1-2020,0.77,Short,122.2947,Broad Money (M3),1.520858,91.06085,117.4883
22,Australia,Quarterly,Q1-2020,0.43,Intermediate,161.8155,Narrow Money (M1),1.520858,91.06085,117.4883
23,Australia,Quarterly,Q1-2020,0.43,Intermediate,122.2947,Broad Money (M3),1.520858,91.06085,117.4883
24,Australia,Quarterly,Q2-2020,0.8966666,Long,179.8378,Narrow Money (M1),1.525713,90.97588,101.6897
25,Australia,Quarterly,Q2-2020,0.8966666,Long,128.8932,Broad Money (M3),1.525713,90.97588,101.6897
26,Australia,Quarterly,Q2-2020,0.1233333,Short,179.8378,Narrow Money (M1),1.525713,90.97588,101.6897
27,Australia,Quarterly,Q2-2020,0.1233333,Short,128.8932,Broad Money (M3),1.525713,90.97588,101.6897
28,Australia,Quarterly,Q2-2020,0.25,Intermediate,179.8378,Narrow Money (M1),1.525713,90.97588,101.6897
29,Australia,Quarterly,Q2-2020,0.25,Intermediate,128.8932,Broad Money (M3),1.525713,90.97588,101.6897
30,Australia,Quarterly,Q3-2020,0.89,Long,188.4678,Narrow Money (M1),1.397979,97.42637,109.3695
31,Australia,Quarterly,Q3-2020,0.89,Long,132.5055,Broad Money (M3),1.397979,97.42637,109.3695
32,Australia,Quarterly,Q3-2020,0.09666666,Short,188.4678,Narrow Money (M1),1.397979,97.42637,109.3695
33,Australia,Quarterly,Q3-2020,0.09666666,Short,132.5055,Broad Money (M3),1.397979,97.42637,109.3695
34,Australia,Quarterly,Q3-2020,0.25,Intermediate,188.4678,Narrow Money (M1),1.397979,97.42637,109.3695
35,Australia,Quarterly,Q3-2020,0.25,Intermediate,132.5055,Broad Money (M3),1.397979,97.42637,109.3695
36,Australia,Quarterly,Q4-2020,0.89,Long,197.0617,Narrow Money (M1),1.369576,97.71579,116.2053
37,Australia,Quarterly,Q4-2020,0.89,Long,135.3032,Broad Money (M3),1.369576,97.71579,116.2053
38,Australia,Quarterly,Q4-2020,0.03666667,Short,197.0617,Narrow Money (M1),1.369576,97.71579,116.2053
39,Australia,Quarterly,Q4-2020,0.03666667,Short,135.3032,Broad Money (M3),1.369576,97.71579,116.2053
40,Australia,Quarterly,Q4-2020,0.1,Intermediate,197.0617,Narrow Money (M1),1.369576,97.71579,116.2053
41,Australia,Quarterly,Q4-2020,0.1,Intermediate,135.3032,Broad Money (M3),1.369576,97.71579,116.2053
42,Australia,Quarterly,Q1-2021,1.363333,Long,205.5325,Narrow Money (M1),1.293753,101.657,123.1831
43,Australia,Quarterly,Q1-2021,1.363333,Long,137.2537,Broad Money (M3),1.293753,101.657,123.1831
44,Australia,Quarterly,Q1-2021,0.01666667,Short,205.5325,Narrow Money (M1),1.293753,101.657,123.1831
45,Australia,Quarterly,Q1-2021,0.01666667,Short,137.2537,Broad Money (M3),1.293753,101.657,123.1831
46,Australia,Quarterly,Q1-2021,0.1,Intermediate,205.5325,Narrow Money (M1),1.293753,101.657,123.1831
47,Australia,Quarterly,Q1-2021,0.1,Intermediate,137.2537,Broad Money (M3),1.293753,101.657,123.1831
48,Australia,Quarterly,Q2-2021,1.623333,Long,211.9036,Narrow Money (M1),1.298973,101.8128,129.6213
49,Australia,Quarterly,Q2-2021,1.623333,Long,138.6157,Broad Money (M3),1.298973,101.8128,129.6213
50,Australia,Quarterly,Q2-2021,0.03666667,Short,211.9036,Narrow Money (M1),1.298973,101.8128,129.6213
51,Australia,Quarterly,Q2-2021,0.03666667,Short,138.6157,Broad Money (M3),1.298973,101.8128,129.6213
52,Australia,Quarterly,Q2-2021,0.1,Intermediate,211.9036,Narrow Money (M1),1.298973,101.8128,129.6213
53,Australia,Quarterly,Q2-2021,0.1,Intermediate,138.6157,Broad Money (M3),1.298973,101.8128,129.6213
54,Australia,Quarterly,Q3-2021,1.223333,Long,222.4089,Narrow Money (M1),1.360656,98.36488,135.0823
55,Australia,Quarterly,Q3-2021,1.223333,Long,142.5795,Broad Money (M3),1.360656,98.36488,135.0823
56,Australia,Quarterly,Q3-2021,0.01333333,Short,222.4089,Narrow Money (M1),1.360656,98.36488,135.0823
57,Australia,Quarterly,Q3-2021,0.01333333,Short,142.5795,Broad Money (M3),1.360656,98.36488,135.0823
58,Australia,Quarterly,Q3-2021,0.1,Intermediate,222.4089,Narrow Money (M1),1.360656,98.36488,135.0823
59,Australia,Quarterly,Q3-2021,0.1,Intermediate,142.5795,Broad Money (M3),1.360656,98.36488,135.0823
60,Australia,Quarterly,Q4-2021,1.71,Long,232.8571,Narrow Money (M1),1.372555,98.36938,134.0138
61,Australia,Quarterly,Q4-2021,1.71,Long,146.5534,Broad Money (M3),1.372555,98.36938,134.0138
62,Australia,Quarterly,Q4-2021,0.04666667,Short,232.8571,Narrow Money (M1),1.372555,98.36938,134.0138
63,Australia,Quarterly,Q4-2021,0.04666667,Short,146.5534,Broad Money (M3),1.372555,98.36938,134.0138
64,Australia,Quarterly,Q4-2021,0.1,Intermediate,232.8571,Narrow Money (M1),1.372555,98.36938,134.0138
65,Australia,Quarterly,Q4-2021,0.1,Intermediate,146.5534,Broad Money (M3),1.372555,98.36938,134.0138
66,Australia,Quarterly,Q1-2022,2.166667,Long,241.1985,Narrow Money (M1),1.382418,98.67625,131.62
67,Australia,Quarterly,Q1-2022,2.166667,Long,149.3777,Broad Money (M3),1.382418,98.67625,131.62
68,Australia,Quarterly,Q1-2022,0.1033333,Short,241.1985,Narrow Money (M1),1.382418,98.67625,131.62
69,Australia,Quarterly,Q1-2022,0.1033333,Short,149.3777,Broad Money (M3),1.382418,98.67625,131.62
70,Australia,Quarterly,Q1-2022,0.1,Intermediate,241.1985,Narrow Money (M1),1.382418,98.67625,131.62
71,Australia,Quarterly,Q1-2022,0.1,Intermediate,149.3777,Broad Money (M3),1.382418,98.67625,131.62
72,Australia,Quarterly,Q2-2022,3.386667,Long,246.1361,Narrow Money (M1),1.397346,101.5828,130.1197
73,Australia,Quarterly,Q2-2022,3.386667,Long,152.1817,Broad Money (M3),1.397346,101.5828,130.1197
74,Australia,Quarterly,Q2-2022,1.003333,Short,246.1361,Narrow Money (M1),1.397346,101.5828,130.1197
75,Australia,Quarterly,Q2-2022,1.003333,Short,152.1817,Broad Money (M3),1.397346,101.5828,130.1197
76,Australia,Quarterly,Q2-2022,0.73,Intermediate,246.1361,Narrow Money (M1),1.397346,101.5828,130.1197
77,Australia,Quarterly,Q2-2022,0.73,Intermediate,152.1817,Broad Money (M3),1.397346,101.5828,130.1197
78,Australia,Quarterly,Q3-2022,3.516667,Long,243.5651,Narrow Money (M1),1.463886,101.365,124.2215
79,Australia,Quarterly,Q3-2022,3.516667,Long,155.1916,Broad Money (M3),1.463886,101.365,124.2215
80,Australia,Quarterly,Q3-2022,2.38,Short,243.5651,Narrow Money (M1),1.463886,101.365,124.2215
81,Australia,Quarterly,Q3-2022,2.38,Short,155.1916,Broad Money (M3),1.463886,101.365,124.2215
82,Australia,Quarterly,Q3-2022,2.25,Intermediate,243.5651,Narrow Money (M1),1.463886,101.365,124.2215
83,Australia,Quarterly,Q3-2022,2.25,Intermediate,155.1916,Broad Money (M3),1.463886,101.365,124.2215
84,Australia,Quarterly,Q4-2022,3.733333,Long,240.7826,Narrow Money (M1),1.523538,99.88511,127.5049
85,Australia,Quarterly,Q4-2022,3.733333,Long,157.0304,Broad Money (M3),1.523538,99.88511,127.5049
86,Australia,Quarterly,Q4-2022,3.06,Short,240.7826,Narrow Money (M1),1.523538,99.88511,127.5049
87,Australia,Quarterly,Q4-2022,3.06,Short,157.0304,Broad Money (M3),1.523538,99.88511,127.5049
88,Australia,Quarterly,Q4-2022,3.05,Intermediate,240.7826,Narrow Money (M1),1.523538,99.88511,127.5049
89,Australia,Quarterly,Q4-2022,3.05,Intermediate,157.0304,Broad Money (M3),1.523538,99.88511,127.5049
90,Australia,Quarterly,Q1-2023,3.6,Long,239.814,Narrow Money (M1),1.460553,101.0169,132.4237
91,Australia,Quarterly,Q1-2023,3.6,Long,159.5829,Broad Money (M3),1.460553,101.0169,132.4237
92,Australia,Quarterly,Q1-2023,3.473333,Short,239.814,Narrow Money (M1),1.460553,101.0169,132.4237
93,Australia,Quarterly,Q1-2023,3.473333,Short,159.5829,Broad Money (M3),1.460553,101.0169,132.4237
94,Australia,Quarterly,Q1-2023,3.54,Intermediate,239.814,Narrow Money (M1),1.460553,101.0169,132.4237
95,Australia,Quarterly,Q1-2023,3.54,Intermediate,159.5829,Broad Money (M3),1.460553,101.0169,132.4237
96,Australia,Quarterly,Q2-2023,3.586667,Long,237.5301,Narrow Money (M1),1.496276,100.1951,131.7408
97,Australia,Quarterly,Q2-2023,3.586667,Long,160.9898,Broad Money (M3),1.496276,100.1951,131.7408
98,Australia,Quarterly,Q2-2023,3.936667,Short,237.5301,Narrow Money (M1),1.496276,100.1951,131.7408
99,Australia,Quarterly,Q2-2023,3.936667,Short,160.9898,Broad Money (M3),1.496276,100.1951,131.7408
100,Australia,Quarterly,Q2-2023,4.05,Intermediate,237.5301,Narrow Money (M1),1.496276,100.1951,131.7408
101,Australia,Quarterly,Q2-2023,4.05,Intermediate,160.9898,Broad Money (M3),1.496276,100.1951,131.7408
102,Australia,Monthly,Jan-2020,1.15,Long,158.2884,Narrow Money (M1),1.454661,93.99278,126.5437
103,Australia,Monthly,Jan-2020,1.15,Long,121.2541,Broad Money (M3),1.454661,93.99278,126.5437
104,Australia,Monthly,Jan-2020,0.89,Short,158.2884,Narrow Money (M1),1.454661,93.99278,126.5437
105,Australia,Monthly,Jan-2020,0.89,Short,121.2541,Broad Money (M3),1.454661,93.99278,126.5437
106,Australia,Monthly,Jan-2020,0.75,Intermediate,158.2884,Narrow Money (M1),1.454661,93.99278,126.5437
107,Australia,Monthly,Jan-2020,0.75,Intermediate,121.2541,Broad Money (M3),1.454661,93.99278,126.5437
108,Australia,Monthly,Feb-2020,0.98,Long,160.041,Narrow Money (M1),1.49859,92.17739,127.1267
109,Australia,Monthly,Feb-2020,0.98,Long,121.8059,Broad Money (M3),1.49859,92.17739,127.1267
110,Australia,Monthly,Feb-2020,0.89,Short,160.041,Narrow Money (M1),1.49859,92.17739,127.1267
111,Australia,Monthly,Feb-2020,0.89,Short,121.8059,Broad Money (M3),1.49859,92.17739,127.1267
112,Australia,Monthly,Feb-2020,0.75,Intermediate,160.041,Narrow Money (M1),1.49859,92.17739,127.1267
113,Australia,Monthly,Feb-2020,0.75,Intermediate,121.8059,Broad Money (M3),1.49859,92.17739,127.1267
114,Australia,Monthly,Mar-2020,0.89,Long,167.117,Narrow Money (M1),1.609323,87.01238,98.79449
115,Australia,Monthly,Mar-2020,0.89,Long,123.8241,Broad Money (M3),1.609323,87.01238,98.79449
116,Australia,Monthly,Mar-2020,0.53,Short,167.117,Narrow Money (M1),1.609323,87.01238,98.79449
117,Australia,Monthly,Mar-2020,0.53,Short,123.8241,Broad Money (M3),1.609323,87.01238,98.79449
118,Australia,Monthly,Mar-2020,0.43,Intermediate,167.117,Narrow Money (M1),1.609323,87.01238,98.79449
119,Australia,Monthly,Mar-2020,0.43,Intermediate,123.8241,Broad Money (M3),1.609323,87.01238,98.79449
120,Australia,Monthly,Apr-2020,0.86,Long,176.561,Narrow Money (M1),1.590705,87.69476,96.87128
121,Australia,Monthly,Apr-2020,0.86,Long,127.3757,Broad Money (M3),1.590705,87.69476,96.87128
122,Australia,Monthly,Apr-2020,0.17,Short,176.561,Narrow Money (M1),1.590705,87.69476,96.87128
123,Australia,Monthly,Apr-2020,0.17,Short,127.3757,Broad Money (M3),1.590705,87.69476,96.87128
124,Australia,Monthly,Apr-2020,0.25,Intermediate,176.561,Narrow Money (M1),1.590705,87.69476,96.87128
125,Australia,Monthly,Apr-2020,0.25,Intermediate,127.3757,Broad Money (M3),1.590705,87.69476,96.87128
126,Australia,Monthly,May-2020,0.91,Long,180.3946,Narrow Money (M1),1.536386,90.73853,100.1817
127,Australia,Monthly,May-2020,0.91,Long,129.3597,Broad Money (M3),1.536386,90.73853,100.1817
128,Australia,Monthly,May-2020,0.1,Short,180.3946,Narrow Money (M1),1.536386,90.73853,100.1817
129,Australia,Monthly,May-2020,0.1,Short,129.3597,Broad Money (M3),1.536386,90.73853,100.1817
130,Australia,Monthly,May-2020,0.25,Intermediate,180.3946,Narrow Money (M1),1.536386,90.73853,100.1817
131,Australia,Monthly,May-2020,0.25,Intermediate,129.3597,Broad Money (M3),1.536386,90.73853,100.1817
132,Australia,Monthly,Jun-2020,0.92,Long,182.5577,Narrow Money (M1),1.45005,94.49434,108.0161
133,Australia,Monthly,Jun-2020,0.92,Long,129.9443,Broad Money (M3),1.45005,94.49434,108.0161
134,Australia,Monthly,Jun-2020,0.1,Short,182.5577,Narrow Money (M1),1.45005,94.49434,108.0161
135,Australia,Monthly,Jun-2020,0.1,Short,129.9443,Broad Money (M3),1.45005,94.49434,108.0161
136,Australia,Monthly,Jun-2020,0.25,Intermediate,182.5577,Narrow Money (M1),1.45005,94.49434,108.0161
137,Australia,Monthly,Jun-2020,0.25,Intermediate,129.9443,Broad Money (M3),1.45005,94.49434,108.0161
138,Australia,Monthly,Jul-2020,0.88,Long,185.6346,Narrow Money (M1),1.423043,96.9593,109.4515
139,Australia,Monthly,Jul-2020,0.88,Long,131.1251,Broad Money (M3),1.423043,96.9593,109.4515
140,Australia,Monthly,Jul-2020,0.1,Short,185.6346,Narrow Money (M1),1.423043,96.9593,109.4515
141,Australia,Monthly,Jul-2020,0.1,Short,131.1251,Broad Money (M3),1.423043,96.9593,109.4515
142,Australia,Monthly,Jul-2020,0.25,Intermediate,185.6346,Narrow Money (M1),1.423043,96.9593,109.4515
143,Australia,Monthly,Jul-2020,0.25,Intermediate,131.1251,Broad Money (M3),1.423043,96.9593,109.4515
144,Australia,Monthly,Aug-2020,0.89,Long,188.5886,Narrow Money (M1),1.388981,97.65459,110.8687
145,Australia,Monthly,Aug-2020,0.89,Long,132.613,Broad Money (M3),1.388981,97.65459,110.8687
146,Australia,Monthly,Aug-2020,0.1,Short,188.5886,Narrow Money (M1),1.388981,97.65459,110.8687
147,Australia,Monthly,Aug-2020,0.1,Short,132.613,Broad Money (M3),1.388981,97.65459,110.8687
148,Australia,Monthly,Aug-2020,0.25,Intermediate,188.5886,Narrow Money (M1),1.388981,97.65459,110.8687
149,Australia,Monthly,Aug-2020,0.25,Intermediate,132.613,Broad Money (M3),1.388981,97.65459,110.8687
150,Australia,Monthly,Sep-2020,0.9,Long,191.1801,Narrow Money (M1),1.381914,97.6652,107.7882
151,Australia,Monthly,Sep-2020,0.9,Long,133.7784,Broad Money (M3),1.381914,97.6652,107.7882
152,Australia,Monthly,Sep-2020,0.09,Short,191.1801,Narrow Money (M1),1.381914,97.6652,107.7882
153,Australia,Monthly,Sep-2020,0.09,Short,133.7784,Broad Money (M3),1.381914,97.6652,107.7882
154,Australia,Monthly,Sep-2020,0.25,Intermediate,191.1801,Narrow Money (M1),1.381914,97.6652,107.7882
155,Australia,Monthly,Sep-2020,0.25,Intermediate,133.7784,Broad Money (M3),1.381914,97.6652,107.7882
156,Australia,Monthly,Oct-2020,0.82,Long,193.9837,Narrow Money (M1),1.402995,96.54147,110.7327
157,Australia,Monthly,Oct-2020,0.82,Long,134.5447,Broad Money (M3),1.402995,96.54147,110.7327
158,Australia,Monthly,Oct-2020,0.07,Short,193.9837,Narrow Money (M1),1.402995,96.54147,110.7327
159,Australia,Monthly,Oct-2020,0.07,Short,134.5447,Broad Money (M3),1.402995,96.54147,110.7327
160,Australia,Monthly,Oct-2020,0.25,Intermediate,193.9837,Narrow Money (M1),1.402995,96.54147,110.7327
161,Australia,Monthly,Oct-2020,0.25,Intermediate,134.5447,Broad Money (M3),1.402995,96.54147,110.7327
162,Australia,Monthly,Nov-2020,0.87,Long,197.1739,Narrow Money (M1),1.376791,97.36511,116.6687
163,Australia,Monthly,Nov-2020,0.87,Long,135.3222,Broad Money (M3),1.376791,97.36511,116.6687
164,Australia,Monthly,Nov-2020,0.02,Short,197.1739,Narrow Money (M1),1.376791,97.36511,116.6687
165,Australia,Monthly,Nov-2020,0.02,Short,135.3222,Broad Money (M3),1.376791,97.36511,116.6687
166,Australia,Monthly,Nov-2020,0.11,Intermediate,197.1739,Narrow Money (M1),1.376791,97.36511,116.6687
167,Australia,Monthly,Nov-2020,0.11,Intermediate,135.3222,Broad Money (M3),1.376791,97.36511,116.6687
168,Australia,Monthly,Dec-2020,0.98,Long,200.0275,Narrow Money (M1),1.328943,99.24078,121.2146
169,Australia,Monthly,Dec-2020,0.98,Long,136.0427,Broad Money (M3),1.328943,99.24078,121.2146
170,Australia,Monthly,Dec-2020,0.02,Short,200.0275,Narrow Money (M1),1.328943,99.24078,121.2146
171,Australia,Monthly,Dec-2020,0.02,Short,136.0427,Broad Money (M3),1.328943,99.24078,121.2146
172,Australia,Monthly,Dec-2020,0.1,Intermediate,200.0275,Narrow Money (M1),1.328943,99.24078,121.2146
173,Australia,Monthly,Dec-2020,0.1,Intermediate,136.0427,Broad Money (M3),1.328943,99.24078,121.2146
174,Australia,Monthly,Jan-2021,1.05,Long,202.9443,Narrow Money (M1),1.294495,101.3922,122.2562
175,Australia,Monthly,Jan-2021,1.05,Long,136.6831,Broad Money (M3),1.294495,101.3922,122.2562
176,Australia,Monthly,Jan-2021,0.01,Short,202.9443,Narrow Money (M1),1.294495,101.3922,122.2562
177,Australia,Monthly,Jan-2021,0.01,Short,136.6831,Broad Money (M3),1.294495,101.3922,122.2562
178,Australia,Monthly,Jan-2021,0.1,Intermediate,202.9443,Narrow Money (M1),1.294495,101.3922,122.2562
179,Australia,Monthly,Jan-2021,0.1,Intermediate,136.6831,Broad Money (M3),1.294495,101.3922,122.2562
180,Australia,Monthly,Feb-2021,1.33,Long,205.822,Narrow Money (M1),1.289795,101.4816,124.106
181,Australia,Monthly,Feb-2021,1.33,Long,137.3413,Broad Money (M3),1.289795,101.4816,124.106
182,Australia,Monthly,Feb-2021,0.01,Short,205.822,Narrow Money (M1),1.289795,101.4816,124.106
183,Australia,Monthly,Feb-2021,0.01,Short,137.3413,Broad Money (M3),1.289795,101.4816,124.106
184,Australia,Monthly,Feb-2021,0.1,Intermediate,205.822,Narrow Money (M1),1.289795,101.4816,124.106
185,Australia,Monthly,Feb-2021,0.1,Intermediate,137.3413,Broad Money (M3),1.289795,101.4816,124.106
186,Australia,Monthly,Mar-2021,1.71,Long,207.8312,Narrow Money (M1),1.29697,102.0973,123.1871
187,Australia,Monthly,Mar-2021,1.71,Long,137.7367,Broad Money (M3),1.29697,102.0973,123.1871
188,Australia,Monthly,Mar-2021,0.03,Short,207.8312,Narrow Money (M1),1.29697,102.0973,123.1871
189,Australia,Monthly,Mar-2021,0.03,Short,137.7367,Broad Money (M3),1.29697,102.0973,123.1871
190,Australia,Monthly,Mar-2021,0.1,Intermediate,207.8312,Narrow Money (M1),1.29697,102.0973,123.1871
191,Australia,Monthly,Mar-2021,0.1,Intermediate,137.7367,Broad Money (M3),1.29697,102.0973,123.1871
192,Australia,Monthly,Apr-2021,1.68,Long,209.6879,Narrow Money (M1),1.300759,102.3851,127.3157
193,Australia,Monthly,Apr-2021,1.68,Long,138.0317,Broad Money (M3),1.300759,102.3851,127.3157
194,Australia,Monthly,Apr-2021,0.04,Short,209.6879,Narrow Money (M1),1.300759,102.3851,127.3157
195,Australia,Monthly,Apr-2021,0.04,Short,138.0317,Broad Money (M3),1.300759,102.3851,127.3157
196,Australia,Monthly,Apr-2021,0.1,Intermediate,209.6879,Narrow Money (M1),1.300759,102.3851,127.3157
197,Australia,Monthly,Apr-2021,0.1,Intermediate,138.0317,Broad Money (M3),1.300759,102.3851,127.3157
198,Australia,Monthly,May-2021,1.66,Long,211.5492,Narrow Money (M1),1.28879,102.173,128.6689
199,Australia,Monthly,May-2021,1.66,Long,138.345,Broad Money (M3),1.28879,102.173,128.6689
200,Australia,Monthly,May-2021,0.04,Short,211.5492,Narrow Money (M1),1.28879,102.173,128.6689
201,Australia,Monthly,May-2021,0.04,Short,138.345,Broad Money (M3),1.28879,102.173,128.6689
202,Australia,Monthly,May-2021,0.1,Intermediate,211.5492,Narrow Money (M1),1.28879,102.173,128.6689
203,Australia,Monthly,May-2021,0.1,Intermediate,138.345,Broad Money (M3),1.28879,102.173,128.6689
204,Australia,Monthly,Jun-2021,1.53,Long,214.4736,Narrow Money (M1),1.307368,100.8802,132.8794
205,Australia,Monthly,Jun-2021,1.53,Long,139.4704,Broad Money (M3),1.307368,100.8802,132.8794
206,Australia,Monthly,Jun-2021,0.03,Short,214.4736,Narrow Money (M1),1.307368,100.8802,132.8794
207,Australia,Monthly,Jun-2021,0.03,Short,139.4704,Broad Money (M3),1.307368,100.8802,132.8794
208,Australia,Monthly,Jun-2021,0.1,Intermediate,214.4736,Narrow Money (M1),1.307368,100.8802,132.8794
209,Australia,Monthly,Jun-2021,0.1,Intermediate,139.4704,Broad Money (M3),1.307368,100.8802,132.8794
210,Australia,Monthly,Jul-2021,1.25,Long,218.8605,Narrow Money (M1),1.346964,99.51156,133.6056
211,Australia,Monthly,Jul-2021,1.25,Long,141.3365,Broad Money (M3),1.346964,99.51156,133.6056
212,Australia,Monthly,Jul-2021,0.02,Short,218.8605,Narrow Money (M1),1.346964,99.51156,133.6056
213,Australia,Monthly,Jul-2021,0.02,Short,141.3365,Broad Money (M3),1.346964,99.51156,133.6056
214,Australia,Monthly,Jul-2021,0.1,Intermediate,218.8605,Narrow Money (M1),1.346964,99.51156,133.6056
215,Australia,Monthly,Jul-2021,0.1,Intermediate,141.3365,Broad Money (M3),1.346964,99.51156,133.6056
216,Australia,Monthly,Aug-2021,1.14,Long,222.6006,Narrow Money (M1),1.369168,97.84872,136.9542
217,Australia,Monthly,Aug-2021,1.14,Long,142.5047,Broad Money (M3),1.369168,97.84872,136.9542
218,Australia,Monthly,Aug-2021,0.01,Short,222.6006,Narrow Money (M1),1.369168,97.84872,136.9542
219,Australia,Monthly,Aug-2021,0.01,Short,142.5047,Broad Money (M3),1.369168,97.84872,136.9542
220,Australia,Monthly,Aug-2021,0.1,Intermediate,222.6006,Narrow Money (M1),1.369168,97.84872,136.9542
221,Australia,Monthly,Aug-2021,0.1,Intermediate,142.5047,Broad Money (M3),1.369168,97.84872,136.9542
222,Australia,Monthly,Sep-2021,1.28,Long,225.7655,Narrow Money (M1),1.365836,97.73436,134.6871
223,Australia,Monthly,Sep-2021,1.28,Long,143.8974,Broad Money (M3),1.365836,97.73436,134.6871
224,Australia,Monthly,Sep-2021,0.01,Short,225.7655,Narrow Money (M1),1.365836,97.73436,134.6871
225,Australia,Monthly,Sep-2021,0.01,Short,143.8974,Broad Money (M3),1.365836,97.73436,134.6871
226,Australia,Monthly,Sep-2021,0.1,Intermediate,225.7655,Narrow Money (M1),1.365836,97.73436,134.6871
227,Australia,Monthly,Sep-2021,0.1,Intermediate,143.8974,Broad Money (M3),1.365836,97.73436,134.6871
228,Australia,Monthly,Oct-2021,1.71,Long,229.207,Narrow Money (M1),1.352767,99.78727,133.6132
229,Australia,Monthly,Oct-2021,1.71,Long,145.3843,Broad Money (M3),1.352767,99.78727,133.6132
230,Australia,Monthly,Oct-2021,0.04,Short,229.207,Narrow Money (M1),1.352767,99.78727,133.6132
231,Australia,Monthly,Oct-2021,0.04,Short,145.3843,Broad Money (M3),1.352767,99.78727,133.6132
232,Australia,Monthly,Oct-2021,0.1,Intermediate,229.207,Narrow Money (M1),1.352767,99.78727,133.6132
233,Australia,Monthly,Oct-2021,0.1,Intermediate,145.3843,Broad Money (M3),1.352767,99.78727,133.6132
234,Australia,Monthly,Nov-2021,1.81,Long,232.806,Narrow Money (M1),1.367691,98.55145,134.4745
235,Australia,Monthly,Nov-2021,1.81,Long,146.3371,Broad Money (M3),1.367691,98.55145,134.4745
236,Australia,Monthly,Nov-2021,0.04,Short,232.806,Narrow Money (M1),1.367691,98.55145,134.4745
237,Australia,Monthly,Nov-2021,0.04,Short,146.3371,Broad Money (M3),1.367691,98.55145,134.4745
238,Australia,Monthly,Nov-2021,0.1,Intermediate,232.806,Narrow Money (M1),1.367691,98.55145,134.4745
239,Australia,Monthly,Nov-2021,0.1,Intermediate,146.3371,Broad Money (M3),1.367691,98.55145,134.4745
240,Australia,Monthly,Dec-2021,1.61,Long,236.5582,Narrow Money (M1),1.397209,96.76944,133.9538
241,Australia,Monthly,Dec-2021,1.61,Long,147.9388,Broad Money (M3),1.397209,96.76944,133.9538
242,Australia,Monthly,Dec-2021,0.06,Short,236.5582,Narrow Money (M1),1.397209,96.76944,133.9538
243,Australia,Monthly,Dec-2021,0.06,Short,147.9388,Broad Money (M3),1.397209,96.76944,133.9538
244,Australia,Monthly,Dec-2021,0.1,Intermediate,236.5582,Narrow Money (M1),1.397209,96.76944,133.9538
245,Australia,Monthly,Dec-2021,0.1,Intermediate,147.9388,Broad Money (M3),1.397209,96.76944,133.9538
246,Australia,Monthly,Jan-2022,1.89,Long,239.3708,Narrow Money (M1),1.392743,98.29756,132.732
247,Australia,Monthly,Jan-2022,1.89,Long,148.9501,Broad Money (M3),1.392743,98.29756,132.732
248,Australia,Monthly,Jan-2022,0.07,Short,239.3708,Narrow Money (M1),1.392743,98.29756,132.732
249,Australia,Monthly,Jan-2022,0.07,Short,148.9501,Broad Money (M3),1.392743,98.29756,132.732
250,Australia,Monthly,Jan-2022,0.1,Intermediate,239.3708,Narrow Money (M1),1.392743,98.29756,132.732
