,Country,Frequency,Time,interest_rate,type_interest,liquidity,liquidity_type,usd_rate,CPI,Share Price Index
1093,Hungary,Quarterly,Q1-2020,2.22,Long,149.5337,Broad Money (M3),307.4307,97.16327,196.6108
1094,Hungary,Quarterly,Q1-2020,0.3701,Short,214.7702,Narrow Money (M1),307.4307,97.16327,196.6108
1095,Hungary,Quarterly,Q1-2020,0.3701,Short,149.5337,Broad Money (M3),307.4307,97.16327,196.6108
1096,Hungary,Quarterly,Q1-2020,0.4749,Intermediate,214.7702,Narrow Money (M1),307.4307,97.16327,196.6108
1097,Hungary,Quarterly,Q1-2020,0.4749,Intermediate,149.5337,Broad Money (M3),307.4307,97.16327,196.6108
1098,Hungary,Quarterly,Q2-2020,2.22,Long,226.1484,Narrow Money (M1),319.6764,94.74027,167.1827
1099,Hungary,Quarterly,Q2-2020,2.22,Long,156.8407,Broad Money (M3),319.6764,94.74027,167.1827
1100,Hungary,Quarterly,Q2-2020,0.9684666,Short,226.1484,Narrow Money (M1),319.6764,94.74027,167.1827
1101,Hungary,Quarterly,Q2-2020,0.9684666,Short,156.8407,Broad Money (M3),319.6764,94.74027,167.1827
1102,Hungary,Quarterly,Q2-2020,0.556,Intermediate,226.1484,Narrow Money (M1),319.6764,94.74027,167.1827
1103,Hungary,Quarterly,Q2-2020,0.556,Intermediate,156.8407,Broad Money (M3),319.6764,94.74027,167.1827
1104,Hungary,Quarterly,Q3-2020,2.266667,Long,235.0586,Narrow Money (M1),302.2696,96.42535,166.5003
1105,Hungary,Quarterly,Q3-2020,2.266667,Long,162.8773,Broad Money (M3),302.2696,96.42535,166.5003
1106,Hungary,Quarterly,Q3-2020,0.7139667,Short,235.0586,Narrow Money (M1),302.2696,96.42535,166.5003
1107,Hungary,Quarterly,Q3-2020,0.7139667,Short,162.8773,Broad Money (M3),302.2696,96.42535,166.5003
1108,Hungary,Quarterly,Q3-2020,0.3538,Intermediate,235.0586,Narrow Money (M1),302.2696,96.42535,166.5003
1109,Hungary,Quarterly,Q3-2020,0.3538,Intermediate,162.8773,Broad Money (M3),302.2696,96.42535,166.5003
1110,Hungary,Quarterly,Q4-2020,2.193333,Long,245.8039,Narrow Money (M1),302.5885,94.40589,176.616
1111,Hungary,Quarterly,Q4-2020,2.193333,Long,170.4165,Broad Money (M3),302.5885,94.40589,176.616
1112,Hungary,Quarterly,Q4-2020,0.7565,Short,245.8039,Narrow Money (M1),302.5885,94.40589,176.616
1113,Hungary,Quarterly,Q4-2020,0.7565,Short,170.4165,Broad Money (M3),302.5885,94.40589,176.616
1114,Hungary,Quarterly,Q4-2020,0.4035,Intermediate,245.8039,Narrow Money (M1),302.5885,94.40589,176.616
1115,Hungary,Quarterly,Q4-2020,0.4035,Intermediate,170.4165,Broad Money (M3),302.5885,94.40589,176.616
1116,Hungary,Quarterly,Q1-2021,2.443333,Long,259.1132,Narrow Money (M1),299.4418,94.64355,208.6995
1117,Hungary,Quarterly,Q1-2021,2.443333,Long,179.3976,Broad Money (M3),299.4418,94.64355,208.6995
1118,Hungary,Quarterly,Q1-2021,0.7774333,Short,259.1132,Narrow Money (M1),299.4418,94.64355,208.6995
1119,Hungary,Quarterly,Q1-2021,0.7774333,Short,179.3976,Broad Money (M3),299.4418,94.64355,208.6995
1120,Hungary,Quarterly,Q1-2021,0.5255,Intermediate,259.1132,Narrow Money (M1),299.4418,94.64355,208.6995
1121,Hungary,Quarterly,Q1-2021,0.5255,Intermediate,179.3976,Broad Money (M3),299.4418,94.64355,208.6995
1122,Hungary,Quarterly,Q2-2021,2.826667,Long,265.4389,Narrow Money (M1),294.5361,97.33076,216.9197
1123,Hungary,Quarterly,Q2-2021,2.826667,Long,183.7366,Broad Money (M3),294.5361,97.33076,216.9197
1124,Hungary,Quarterly,Q2-2021,0.8251333,Short,265.4389,Narrow Money (M1),294.5361,97.33076,216.9197
1125,Hungary,Quarterly,Q2-2021,0.8251333,Short,183.7366,Broad Money (M3),294.5361,97.33076,216.9197
1126,Hungary,Quarterly,Q2-2021,0.3609,Intermediate,265.4389,Narrow Money (M1),294.5361,97.33076,216.9197
1127,Hungary,Quarterly,Q2-2021,0.3609,Intermediate,183.7366,Broad Money (M3),294.5361,97.33076,216.9197
1128,Hungary,Quarterly,Q3-2021,2.92,Long,271.7941,Narrow Money (M1),300.1441,97.53072,238.5741
1129,Hungary,Quarterly,Q3-2021,2.92,Long,189.3662,Broad Money (M3),300.1441,97.53072,238.5741
1130,Hungary,Quarterly,Q3-2021,1.099567,Short,271.7941,Narrow Money (M1),300.1441,97.53072,238.5741
1131,Hungary,Quarterly,Q3-2021,1.099567,Short,189.3662,Broad Money (M3),300.1441,97.53072,238.5741
1132,Hungary,Quarterly,Q3-2021,1.4732,Intermediate,271.7941,Narrow Money (M1),300.1441,97.53072,238.5741
1133,Hungary,Quarterly,Q3-2021,1.4732,Intermediate,189.3662,Broad Money (M3),300.1441,97.53072,238.5741
1134,Hungary,Quarterly,Q4-2021,4.053333,Long,283.3647,Narrow Money (M1),318.5071,94.70889,250.0295
1135,Hungary,Quarterly,Q4-2021,4.053333,Long,199.0615,Broad Money (M3),318.5071,94.70889,250.0295
1136,Hungary,Quarterly,Q4-2021,2.766767,Short,283.3647,Narrow Money (M1),318.5071,94.70889,250.0295
1137,Hungary,Quarterly,Q4-2021,2.766767,Short,199.0615,Broad Money (M3),318.5071,94.70889,250.0295
1138,Hungary,Quarterly,Q4-2021,2.5644,Intermediate,283.3647,Narrow Money (M1),318.5071,94.70889,250.0295
1139,Hungary,Quarterly,Q4-2021,2.5644,Intermediate,199.0615,Broad Money (M3),318.5071,94.70889,250.0295
1140,Hungary,Quarterly,Q1-2022,5.163333,Long,296.4576,Narrow Money (M1),324.6649,94.98492,231.3313
1141,Hungary,Quarterly,Q1-2022,5.163333,Long,209.262,Broad Money (M3),324.6649,94.98492,231.3313
1142,Hungary,Quarterly,Q1-2022,4.815333,Short,296.4576,Narrow Money (M1),324.6649,94.98492,231.3313
1143,Hungary,Quarterly,Q1-2022,4.815333,Short,209.262,Broad Money (M3),324.6649,94.98492,231.3313
1144,Hungary,Quarterly,Q1-2022,4.3925,Intermediate,296.4576,Narrow Money (M1),324.6649,94.98492,231.3313
1145,Hungary,Quarterly,Q1-2022,4.3925,Intermediate,209.262,Broad Money (M3),324.6649,94.98492,231.3313
1146,Hungary,Quarterly,Q2-2022,7.246666,Long,300.4167,Narrow Money (M1),361.7629,89.88985,196.9096
1147,Hungary,Quarterly,Q2-2022,7.246666,Long,216.6281,Broad Money (M3),361.7629,89.88985,196.9096
1148,Hungary,Quarterly,Q2-2022,6.799433,Short,300.4167,Narrow Money (M1),361.7629,89.88985,196.9096
1149,Hungary,Quarterly,Q2-2022,6.799433,Short,216.6281,Broad Money (M3),361.7629,89.88985,196.9096
1150,Hungary,Quarterly,Q2-2022,6.1654,Intermediate,300.4167,Narrow Money (M1),361.7629,89.88985,196.9096
1151,Hungary,Quarterly,Q2-2022,6.1654,Intermediate,216.6281,Broad Money (M3),361.7629,89.88985,196.9096
1152,Hungary,Quarterly,Q3-2022,8.643333,Long,302.5297,Narrow Money (M1),400.6367,89.0506,195.7475
1153,Hungary,Quarterly,Q3-2022,8.643333,Long,226.0524,Broad Money (M3),400.6367,89.0506,195.7475
1154,Hungary,Quarterly,Q3-2022,12.05067,Short,302.5297,Narrow Money (M1),400.6367,89.0506,195.7475
1155,Hungary,Quarterly,Q3-2022,12.05067,Short,226.0524,Broad Money (M3),400.6367,89.0506,195.7475
1156,Hungary,Quarterly,Q3-2022,11.3813,Intermediate,302.5297,Narrow Money (M1),400.6367,89.0506,195.7475
1157,Hungary,Quarterly,Q3-2022,11.3813,Intermediate,226.0524,Broad Money (M3),400.6367,89.0506,195.7475
1158,Hungary,Quarterly,Q4-2022,9.23,Long,294.051,Narrow Money (M1),403.2327,92.92032,204.2352
1159,Hungary,Quarterly,Q4-2022,9.23,Long,224.4453,Broad Money (M3),403.2327,92.92032,204.2352
1160,Hungary,Quarterly,Q4-2022,16.22813,Short,294.051,Narrow Money (M1),403.2327,92.92032,204.2352
1161,Hungary,Quarterly,Q4-2022,16.22813,Short,224.4453,Broad Money (M3),403.2327,92.92032,204.2352
1162,Hungary,Quarterly,Q4-2022,17.6403,Intermediate,294.051,Narrow Money (M1),403.2327,92.92032,204.2352
1163,Hungary,Quarterly,Q4-2022,17.6403,Intermediate,224.4453,Broad Money (M3),403.2327,92.92032,204.2352
1164,Hungary,Quarterly,Q1-2023,8.176666,Long,281.5021,Narrow Money (M1),362.1444,102.1981,212.4625
1165,Hungary,Quarterly,Q1-2023,8.176666,Long,222.8209,Broad Money (M3),362.1444,102.1981,212.4625
1166,Hungary,Quarterly,Q1-2023,16.51787,Short,281.5021,Narrow Money (M1),362.1444,102.1981,212.4625
1167,Hungary,Quarterly,Q1-2023,16.51787,Short,222.8209,Broad Money (M3),362.1444,102.1981,212.4625
1168,Hungary,Quarterly,Q1-2023,17.6747,Intermediate,281.5021,Narrow Money (M1),362.1444,102.1981,212.4625
1169,Hungary,Quarterly,Q1-2023,17.6747,Intermediate,222.8209,Broad Money (M3),362.1444,102.1981,212.4625
1170,Hungary,Quarterly,Q2-2023,7.776667,Long,274.7739,Narrow Money (M1),342.6514,107.4178,221.6279
1171,Hungary,Quarterly,Q2-2023,7.776667,Long,220.8449,Broad Money (M3),342.6514,107.4178,221.6279
1172,Hungary,Quarterly,Q2-2023,15.96247,Short,274.7739,Narrow Money (M1),342.6514,107.4178,221.6279
1173,Hungary,Quarterly,Q2-2023,15.96247,Short,220.8449,Broad Money (M3),342.6514,107.4178,221.6279
1174,Hungary,Quarterly,Q2-2023,16.0434,Intermediate,274.7739,Narrow Money (M1),342.6514,107.4178,221.6279
1175,Hungary,Quarterly,Q2-2023,16.0434,Intermediate,220.8449,Broad Money (M3),342.6514,107.4178,221.6279
1176,Hungary,Monthly,Jan-2020,2.08,Long,210.4968,Narrow Money (M1),300.9061,97.8858,212.4375
1177,Hungary,Monthly,Jan-2020,2.08,Long,147.2692,Broad Money (M3),300.9061,97.8858,212.4375
1178,Hungary,Monthly,Jan-2020,0.1792,Short,210.4968,Narrow Money (M1),300.9061,97.8858,212.4375
1179,Hungary,Monthly,Jan-2020,0.1792,Short,147.2692,Broad Money (M3),300.9061,97.8858,212.4375
1180,Hungary,Monthly,Jan-2020,0.0268,Intermediate,210.4968,Narrow Money (M1),300.9061,97.8858,212.4375
1181,Hungary,Monthly,Jan-2020,0.0268,Intermediate,147.2692,Broad Money (M3),300.9061,97.8858,212.4375
1182,Hungary,Monthly,Feb-2020,2.15,Long,214.5508,Narrow Money (M1),309.2715,96.92682,210.5923
1183,Hungary,Monthly,Feb-2020,2.15,Long,149.2429,Broad Money (M3),309.2715,96.92682,210.5923
1184,Hungary,Monthly,Feb-2020,0.4435,Short,214.5508,Narrow Money (M1),309.2715,96.92682,210.5923
1185,Hungary,Monthly,Feb-2020,0.4435,Short,149.2429,Broad Money (M3),309.2715,96.92682,210.5923
1186,Hungary,Monthly,Feb-2020,0.0593,Intermediate,214.5508,Narrow Money (M1),309.2715,96.92682,210.5923
1187,Hungary,Monthly,Feb-2020,0.0593,Intermediate,149.2429,Broad Money (M3),309.2715,96.92682,210.5923
1188,Hungary,Monthly,Mar-2020,2.43,Long,219.2632,Narrow Money (M1),312.1145,96.67718,166.8027
1189,Hungary,Monthly,Mar-2020,2.43,Long,152.0891,Broad Money (M3),312.1145,96.67718,166.8027
1190,Hungary,Monthly,Mar-2020,0.4876,Short,219.2632,Narrow Money (M1),312.1145,96.67718,166.8027
1191,Hungary,Monthly,Mar-2020,0.4876,Short,152.0891,Broad Money (M3),312.1145,96.67718,166.8027
1192,Hungary,Monthly,Mar-2020,0.4749,Intermediate,219.2632,Narrow Money (M1),312.1145,96.67718,166.8027
1193,Hungary,Monthly,Mar-2020,0.4749,Intermediate,152.0891,Broad Money (M3),312.1145,96.67718,166.8027
1194,Hungary,Monthly,Apr-2020,2.49,Long,223.7386,Narrow Money (M1),327.9904,93.10326,157.6321
1195,Hungary,Monthly,Apr-2020,2.49,Long,155.0449,Broad Money (M3),327.9904,93.10326,157.6321
1196,Hungary,Monthly,Apr-2020,1.0886,Short,223.7386,Narrow Money (M1),327.9904,93.10326,157.6321
1197,Hungary,Monthly,Apr-2020,1.0886,Short,155.0449,Broad Money (M3),327.9904,93.10326,157.6321
1198,Hungary,Monthly,Apr-2020,0.6866,Intermediate,223.7386,Narrow Money (M1),327.9904,93.10326,157.6321
1199,Hungary,Monthly,Apr-2020,0.6866,Intermediate,155.0449,Broad Money (M3),327.9904,93.10326,157.6321
1200,Hungary,Monthly,May-2020,1.99,Long,226.1957,Narrow Money (M1),322.3638,94.88992,167.1238
1201,Hungary,Monthly,May-2020,1.99,Long,156.6774,Broad Money (M3),322.3638,94.88992,167.1238
1202,Hungary,Monthly,May-2020,0.9251,Short,226.1957,Narrow Money (M1),322.3638,94.88992,167.1238
1203,Hungary,Monthly,May-2020,0.9251,Short,156.6774,Broad Money (M3),322.3638,94.88992,167.1238
1204,Hungary,Monthly,May-2020,0.7996,Intermediate,226.1957,Narrow Money (M1),322.3638,94.88992,167.1238
1205,Hungary,Monthly,May-2020,0.7996,Intermediate,156.6774,Broad Money (M3),322.3638,94.88992,167.1238
1206,Hungary,Monthly,Jun-2020,2.18,Long,228.5108,Narrow Money (M1),308.675,96.22763,176.7923
1207,Hungary,Monthly,Jun-2020,2.18,Long,158.7999,Broad Money (M3),308.675,96.22763,176.7923
1208,Hungary,Monthly,Jun-2020,0.8917,Short,228.5108,Narrow Money (M1),308.675,96.22763,176.7923
1209,Hungary,Monthly,Jun-2020,0.8917,Short,158.7999,Broad Money (M3),308.675,96.22763,176.7923
1210,Hungary,Monthly,Jun-2020,0.556,Intermediate,228.5108,Narrow Money (M1),308.675,96.22763,176.7923
1211,Hungary,Monthly,Jun-2020,0.556,Intermediate,158.7999,Broad Money (M3),308.675,96.22763,176.7923
1212,Hungary,Monthly,Jul-2020,2.23,Long,231.5424,Narrow Money (M1),306.5639,96.66846,168.3809
1213,Hungary,Monthly,Jul-2020,2.23,Long,160.8343,Broad Money (M3),306.5639,96.66846,168.3809
1214,Hungary,Monthly,Jul-2020,0.6929,Short,231.5424,Narrow Money (M1),306.5639,96.66846,168.3809
1215,Hungary,Monthly,Jul-2020,0.6929,Short,160.8343,Broad Money (M3),306.5639,96.66846,168.3809
1216,Hungary,Monthly,Jul-2020,0.5469,Intermediate,231.5424,Narrow Money (M1),306.5639,96.66846,168.3809
1217,Hungary,Monthly,Jul-2020,0.5469,Intermediate,160.8343,Broad Money (M3),306.5639,96.66846,168.3809
1218,Hungary,Monthly,Aug-2020,2.18,Long,235.0692,Narrow Money (M1),294.6157,97.96271,170.2802
1219,Hungary,Monthly,Aug-2020,2.18,Long,162.683,Broad Money (M3),294.6157,97.96271,170.2802
1220,Hungary,Monthly,Aug-2020,0.6047,Short,235.0692,Narrow Money (M1),294.6157,97.96271,170.2802
1221,Hungary,Monthly,Aug-2020,0.6047,Short,162.683,Broad Money (M3),294.6157,97.96271,170.2802
1222,Hungary,Monthly,Aug-2020,0.4535,Intermediate,235.0692,Narrow Money (M1),294.6157,97.96271,170.2802
1223,Hungary,Monthly,Aug-2020,0.4535,Intermediate,162.683,Broad Money (M3),294.6157,97.96271,170.2802
1224,Hungary,Monthly,Sep-2020,2.39,Long,238.5643,Narrow Money (M1),305.6291,94.64488,160.8398
1225,Hungary,Monthly,Sep-2020,2.39,Long,165.1145,Broad Money (M3),305.6291,94.64488,160.8398
1226,Hungary,Monthly,Sep-2020,0.8443,Short,238.5643,Narrow Money (M1),305.6291,94.64488,160.8398
1227,Hungary,Monthly,Sep-2020,0.8443,Short,165.1145,Broad Money (M3),305.6291,94.64488,160.8398
1228,Hungary,Monthly,Sep-2020,0.3538,Intermediate,238.5643,Narrow Money (M1),305.6291,94.64488,160.8398
1229,Hungary,Monthly,Sep-2020,0.3538,Intermediate,165.1145,Broad Money (M3),305.6291,94.64488,160.8398
1230,Hungary,Monthly,Oct-2020,2.27,Long,242.4449,Narrow Money (M1),308.2845,94.09151,158.2742
1231,Hungary,Monthly,Oct-2020,2.27,Long,167.8107,Broad Money (M3),308.2845,94.09151,158.2742
1232,Hungary,Monthly,Oct-2020,0.7505,Short,242.4449,Narrow Money (M1),308.2845,94.09151,158.2742
1233,Hungary,Monthly,Oct-2020,0.7505,Short,167.8107,Broad Money (M3),308.2845,94.09151,158.2742
1234,Hungary,Monthly,Oct-2020,0.5114,Intermediate,242.4449,Narrow Money (M1),308.2845,94.09151,158.2742
1235,Hungary,Monthly,Oct-2020,0.5114,Intermediate,167.8107,Broad Money (M3),308.2845,94.09151,158.2742
1236,Hungary,Monthly,Nov-2020,2.15,Long,244.739,Narrow Money (M1),304.2419,94.30682,177.218
1237,Hungary,Monthly,Nov-2020,2.15,Long,169.8456,Broad Money (M3),304.2419,94.30682,177.218
1238,Hungary,Monthly,Nov-2020,0.7426,Short,244.739,Narrow Money (M1),304.2419,94.30682,177.218
1239,Hungary,Monthly,Nov-2020,0.7426,Short,169.8456,Broad Money (M3),304.2419,94.30682,177.218
1240,Hungary,Monthly,Nov-2020,0.4889,Intermediate,244.739,Narrow Money (M1),304.2419,94.30682,177.218
1241,Hungary,Monthly,Nov-2020,0.4889,Intermediate,169.8456,Broad Money (M3),304.2419,94.30682,177.218
1242,Hungary,Monthly,Dec-2020,2.16,Long,250.228,Narrow Money (M1),295.2391,94.81934,194.3557
1243,Hungary,Monthly,Dec-2020,2.16,Long,173.5932,Broad Money (M3),295.2391,94.81934,194.3557
1244,Hungary,Monthly,Dec-2020,0.7764,Short,250.228,Narrow Money (M1),295.2391,94.81934,194.3557
1245,Hungary,Monthly,Dec-2020,0.7764,Short,173.5932,Broad Money (M3),295.2391,94.81934,194.3557
1246,Hungary,Monthly,Dec-2020,0.4035,Intermediate,250.228,Narrow Money (M1),295.2391,94.81934,194.3557
1247,Hungary,Monthly,Dec-2020,0.4035,Intermediate,173.5932,Broad Money (M3),295.2391,94.81934,194.3557
1248,Hungary,Monthly,Jan-2021,2.22,Long,255.8998,Narrow Money (M1),295.0486,94.98263,208.1829
1249,Hungary,Monthly,Jan-2021,2.22,Long,177.2582,Broad Money (M3),295.0486,94.98263,208.1829
1250,Hungary,Monthly,Jan-2021,0.7488,Short,255.8998,Narrow Money (M1),295.0486,94.98263,208.1829
1251,Hungary,Monthly,Jan-2021,0.7488,Short,177.2582,Broad Money (M3),295.0486,94.98263,208.1829
1252,Hungary,Monthly,Jan-2021,0.4581,Intermediate,255.8998,Narrow Money (M1),295.0486,94.98263,208.1829
1253,Hungary,Monthly,Jan-2021,0.4581,Intermediate,177.2582,Broad Money (M3),295.0486,94.98263,208.1829
1254,Hungary,Monthly,Feb-2021,2.43,Long,259.0697,Narrow Money (M1),296.046,95.24121,208.9214
1255,Hungary,Monthly,Feb-2021,2.43,Long,179.2947,Broad Money (M3),296.046,95.24121,208.9214
1256,Hungary,Monthly,Feb-2021,0.8216,Short,259.0697,Narrow Money (M1),296.046,95.24121,208.9214
1257,Hungary,Monthly,Feb-2021,0.8216,Short,179.2947,Broad Money (M3),296.046,95.24121,208.9214
1258,Hungary,Monthly,Feb-2021,0.5548,Intermediate,259.0697,Narrow Money (M1),296.046,95.24121,208.9214
1259,Hungary,Monthly,Feb-2021,0.5548,Intermediate,179.2947,Broad Money (M3),296.046,95.24121,208.9214
1260,Hungary,Monthly,Mar-2021,2.68,Long,262.3701,Narrow Money (M1),307.2309,93.70679,208.9942
1261,Hungary,Monthly,Mar-2021,2.68,Long,181.6398,Broad Money (M3),307.2309,93.70679,208.9942
1262,Hungary,Monthly,Mar-2021,0.7619,Short,262.3701,Narrow Money (M1),307.2309,93.70679,208.9942
1263,Hungary,Monthly,Mar-2021,0.7619,Short,181.6398,Broad Money (M3),307.2309,93.70679,208.9942
1264,Hungary,Monthly,Mar-2021,0.5255,Intermediate,262.3701,Narrow Money (M1),307.2309,93.70679,208.9942
1265,Hungary,Monthly,Mar-2021,0.5255,Intermediate,181.6398,Broad Money (M3),307.2309,93.70679,208.9942
1266,Hungary,Monthly,Apr-2021,2.69,Long,263.7948,Narrow Money (M1),301.9432,95.47094,206.2798
1267,Hungary,Monthly,Apr-2021,2.69,Long,182.9652,Broad Money (M3),301.9432,95.47094,206.2798
1268,Hungary,Monthly,Apr-2021,0.7501,Short,263.7948,Narrow Money (M1),301.9432,95.47094,206.2798
1269,Hungary,Monthly,Apr-2021,0.7501,Short,182.9652,Broad Money (M3),301.9432,95.47094,206.2798
1270,Hungary,Monthly,Apr-2021,0.5417,Intermediate,263.7948,Narrow Money (M1),301.9432,95.47094,206.2798
1271,Hungary,Monthly,Apr-2021,0.5417,Intermediate,182.9652,Broad Money (M3),301.9432,95.47094,206.2798
1272,Hungary,Monthly,May-2021,2.94,Long,264.9872,Narrow Money (M1),291.3957,97.63935,215.1421
1273,Hungary,Monthly,May-2021,2.94,Long,183.3203,Broad Money (M3),291.3957,97.63935,215.1421
1274,Hungary,Monthly,May-2021,0.8768,Short,264.9872,Narrow Money (M1),291.3957,97.63935,215.1421
1275,Hungary,Monthly,May-2021,0.8768,Short,183.3203,Broad Money (M3),291.3957,97.63935,215.1421
1276,Hungary,Monthly,May-2021,0.5185,Intermediate,264.9872,Narrow Money (M1),291.3957,97.63935,215.1421
1277,Hungary,Monthly,May-2021,0.5185,Intermediate,183.3203,Broad Money (M3),291.3957,97.63935,215.1421
1278,Hungary,Monthly,Jun-2021,2.85,Long,267.5347,Narrow Money (M1),290.2695,98.88198,229.3373
1279,Hungary,Monthly,Jun-2021,2.85,Long,184.9243,Broad Money (M3),290.2695,98.88198,229.3373
1280,Hungary,Monthly,Jun-2021,0.8485,Short,267.5347,Narrow Money (M1),290.2695,98.88198,229.3373
1281,Hungary,Monthly,Jun-2021,0.8485,Short,184.9243,Broad Money (M3),290.2695,98.88198,229.3373
1282,Hungary,Monthly,Jun-2021,0.3609,Intermediate,267.5347,Narrow Money (M1),290.2695,98.88198,229.3373
1283,Hungary,Monthly,Jun-2021,0.3609,Intermediate,184.9243,Broad Money (M3),290.2695,98.88198,229.3373
1284,Hungary,Monthly,Jul-2021,2.83,Long,270.2842,Narrow Money (M1),302.205,96.76692,226.6352
1285,Hungary,Monthly,Jul-2021,2.83,Long,187.7376,Broad Money (M3),302.205,96.76692,226.6352
1286,Hungary,Monthly,Jul-2021,0.0,Short,270.2842,Narrow Money (M1),302.205,96.76692,226.6352
1287,Hungary,Monthly,Jul-2021,0.0,Short,187.7376,Broad Money (M3),302.205,96.76692,226.6352
1288,Hungary,Monthly,Jul-2021,0.4907,Intermediate,270.2842,Narrow Money (M1),302.205,96.76692,226.6352
1289,Hungary,Monthly,Jul-2021,0.4907,Intermediate,187.7376,Broad Money (M3),302.205,96.76692,226.6352
1290,Hungary,Monthly,Aug-2021,2.84,Long,271.504,Narrow Money (M1),298.9782,98.04988,241.2867
1291,Hungary,Monthly,Aug-2021,2.84,Long,189.2536,Broad Money (M3),298.9782,98.04988,241.2867
1292,Hungary,Monthly,Aug-2021,1.5576,Short,271.504,Narrow Money (M1),298.9782,98.04988,241.2867
1293,Hungary,Monthly,Aug-2021,1.5576,Short,189.2536,Broad Money (M3),298.9782,98.04988,241.2867
1294,Hungary,Monthly,Aug-2021,0.9338,Intermediate,271.504,Narrow Money (M1),298.9782,98.04988,241.2867
1295,Hungary,Monthly,Aug-2021,0.9338,Intermediate,189.2536,Broad Money (M3),298.9782,98.04988,241.2867
1296,Hungary,Monthly,Sep-2021,3.09,Long,273.594,Narrow Money (M1),299.2491,97.77535,247.8006
1297,Hungary,Monthly,Sep-2021,3.09,Long,191.1074,Broad Money (M3),299.2491,97.77535,247.8006
1298,Hungary,Monthly,Sep-2021,1.7411,Short,273.594,Narrow Money (M1),299.2491,97.77535,247.8006
1299,Hungary,Monthly,Sep-2021,1.7411,Short,191.1074,Broad Money (M3),299.2491,97.77535,247.8006
1300,Hungary,Monthly,Sep-2021,1.4732,Intermediate,273.594,Narrow Money (M1),299.2491,97.77535,247.8006
1301,Hungary,Monthly,Sep-2021,1.4732,Intermediate,191.1074,Broad Money (M3),299.2491,97.77535,247.8006
1302,Hungary,Monthly,Oct-2021,3.69,Long,277.4755,Narrow Money (M1),311.1481,95.58407,258.5562
1303,Hungary,Monthly,Oct-2021,3.69,Long,194.6108,Broad Money (M3),311.1481,95.58407,258.5562
1304,Hungary,Monthly,Oct-2021,2.0029,Short,277.4755,Narrow Money (M1),311.1481,95.58407,258.5562
1305,Hungary,Monthly,Oct-2021,2.0029,Short,194.6108,Broad Money (M3),311.1481,95.58407,258.5562
1306,Hungary,Monthly,Oct-2021,1.3402,Intermediate,277.4755,Narrow Money (M1),311.1481,95.58407,258.5562
1307,Hungary,Monthly,Oct-2021,1.3402,Intermediate,194.6108,Broad Money (M3),311.1481,95.58407,258.5562
1308,Hungary,Monthly,Nov-2021,4.07,Long,282.7913,Narrow Money (M1),319.3368,94.75001,251.0282
1309,Hungary,Monthly,Nov-2021,4.07,Long,199.0946,Broad Money (M3),319.3368,94.75001,251.0282
1310,Hungary,Monthly,Nov-2021,2.5767,Short,282.7913,Narrow Money (M1),319.3368,94.75001,251.0282
1311,Hungary,Monthly,Nov-2021,2.5767,Short,199.0946,Broad Money (M3),319.3368,94.75001,251.0282
1312,Hungary,Monthly,Nov-2021,1.57,Intermediate,282.7913,Narrow Money (M1),319.3368,94.75001,251.0282
1313,Hungary,Monthly,Nov-2021,1.57,Intermediate,199.0946,Broad Money (M3),319.3368,94.75001,251.0282
1314,Hungary,Monthly,Dec-2021,4.4,Long,289.8273,Narrow Money (M1),325.0365,93.79257,240.5042
1315,Hungary,Monthly,Dec-2021,4.4,Long,203.479,Broad Money (M3),325.0365,93.79257,240.5042
1316,Hungary,Monthly,Dec-2021,3.7207,Short,289.8273,Narrow Money (M1),325.0365,93.79257,240.5042
1317,Hungary,Monthly,Dec-2021,3.7207,Short,203.479,Broad Money (M3),325.0365,93.79257,240.5042
1318,Hungary,Monthly,Dec-2021,2.5644,Intermediate,289.8273,Narrow Money (M1),325.0365,93.79257,240.5042
1319,Hungary,Monthly,Dec-2021,2.5644,Intermediate,203.479,Broad Money (M3),325.0365,93.79257,240.5042
1320,Hungary,Monthly,Jan-2022,4.71,Long,292.1651,Narrow Money (M1),316.7986,96.17316,249.9372
1321,Hungary,Monthly,Jan-2022,4.71,Long,205.4013,Broad Money (M3),316.7986,96.17316,249.9372
1322,Hungary,Monthly,Jan-2022,4.0645,Short,292.1651,Narrow Money (M1),316.7986,96.17316,249.9372
1323,Hungary,Monthly,Jan-2022,4.0645,Short,205.4013,Broad Money (M3),316.7986,96.17316,249.9372
1324,Hungary,Monthly,Jan-2022,2.8836,Intermediate,292.1651,Narrow Money (M1),316.7986,96.17316,249.9372
1325,Hungary,Monthly,Jan-2022,2.8836,Intermediate,205.4013,Broad Money (M3),316.7986,96.17316,249.9372
1326,Hungary,Monthly,Feb-2022,4.86,Long,296.2673,Narrow Money (M1),314.84,96.98497,239.094
1327,Hungary,Monthly,Feb-2022,4.86,Long,209.2809,Broad Money (M3),314.84,96.98497,239.094
1328,Hungary,Monthly,Feb-2022,4.4217,Short,296.2673,Narrow Money (M1),314.84,96.98497,239.094
1329,Hungary,Monthly,Feb-2022,4.4217,Short,209.2809,Broad Money (M3),314.84,96.98497,239.094
1330,Hungary,Monthly,Feb-2022,3.5057,Intermediate,296.2673,Narrow Money (M1),314.84,96.98497,239.094
1331,Hungary,Monthly,Feb-2022,3.5057,Intermediate,209.2809,Broad Money (M3),314.84,96.98497,239.094
