"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",96.87128,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",100.1817,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",108.0161,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",109.4515,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",110.8687,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",107.7882,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",110.7327,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",116.6687,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",121.2146,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",122.2562,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",124.106,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",123.1871,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",127.3157,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",128.6689,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",132.8794,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units","2015_100","2015=100",133.6056,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units","2015_100","2015=100",136.9542,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2021-09","Sep-2021","IDX","Index","0","Units","2015_100","2015=100",134.6871,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2021-10","Oct-2021","IDX","Index","0","Units","2015_100","2015=100",133.6132,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2021-11","Nov-2021","IDX","Index","0","Units","2015_100","2015=100",134.4745,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2021-12","Dec-2021","IDX","Index","0","Units","2015_100","2015=100",133.9538,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2022-01","Jan-2022","IDX","Index","0","Units","2015_100","2015=100",132.732,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2022-02","Feb-2022","IDX","Index","0","Units","2015_100","2015=100",130.412,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2022-03","Mar-2022","IDX","Index","0","Units","2015_100","2015=100",131.7159,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2022-04","Apr-2022","IDX","Index","0","Units","2015_100","2015=100",136.101,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2022-05","May-2022","IDX","Index","0","Units","2015_100","2015=100",130.435,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2022-06","Jun-2022","IDX","Index","0","Units","2015_100","2015=100",123.8231,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2022-07","Jul-2022","IDX","Index","0","Units","2015_100","2015=100",122.0088,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2022-08","Aug-2022","IDX","Index","0","Units","2015_100","2015=100",128.0332,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2022-09","Sep-2022","IDX","Index","0","Units","2015_100","2015=100",122.6224,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2022-10","Oct-2022","IDX","Index","0","Units","2015_100","2015=100",122.6354,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2022-11","Nov-2022","IDX","Index","0","Units","2015_100","2015=100",129.3073,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2022-12","Dec-2022","IDX","Index","0","Units","2015_100","2015=100",130.5719,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2023-01","Jan-2023","IDX","Index","0","Units","2015_100","2015=100",132.9896,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2023-02","Feb-2023","IDX","Index","0","Units","2015_100","2015=100",134.8266,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2023-03","Mar-2023","IDX","Index","0","Units","2015_100","2015=100",129.4548,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2023-04","Apr-2023","IDX","Index","0","Units","2015_100","2015=100",132.9606,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2023-05","May-2023","IDX","Index","0","Units","2015_100","2015=100",131.6305,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2023-06","Jun-2023","IDX","Index","0","Units","2015_100","2015=100",130.6312,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2023-07","Jul-2023","IDX","Index","0","Units","2015_100","2015=100",132.3433,,
"SP","Share Prices, Index","AUS","Australia","M","Monthly","2023-08","Aug-2023","IDX","Index","0","Units","2015_100","2015=100",132.0602,,
"SP","Share Prices, Index","AUT","Austria","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",106.1938,,
"SP","Share Prices, Index","AUT","Austria","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",145.9151,,
"SP","Share Prices, Index","AUT","Austria","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",137.3584,,
"SP","Share Prices, Index","AUT","Austria","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",120.3885,,
"SP","Share Prices, Index","AUT","Austria","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",98.48411,,
"SP","Share Prices, Index","AUT","Austria","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",99.51714,,
"SP","Share Prices, Index","AUT","Austria","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",106.3857,,
"SP","Share Prices, Index","AUT","Austria","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2015_100","2015=100",130.0168,,
"SP","Share Prices, Index","AUT","Austria","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2015_100","2015=100",143.5468,,
"SP","Share Prices, Index","AUT","Austria","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2015_100","2015=100",151.0988,,
"SP","Share Prices, Index","AUT","Austria","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2015_100","2015=100",158.9979,,
"SP","Share Prices, Index","AUT","Austria","Q","Quarterly","2022-Q1","Q1-2022","IDX","Index","0","Units","2015_100","2015=100",153.5325,,
"SP","Share Prices, Index","AUT","Austria","Q","Quarterly","2022-Q2","Q2-2022","IDX","Index","0","Units","2015_100","2015=100",137.7035,,
"SP","Share Prices, Index","AUT","Austria","Q","Quarterly","2022-Q3","Q3-2022","IDX","Index","0","Units","2015_100","2015=100",128.9675,,
"SP","Share Prices, Index","AUT","Austria","Q","Quarterly","2022-Q4","Q4-2022","IDX","Index","0","Units","2015_100","2015=100",129.2303,,
"SP","Share Prices, Index","AUT","Austria","Q","Quarterly","2023-Q1","Q1-2023","IDX","Index","0","Units","2015_100","2015=100",139.4996,,
"SP","Share Prices, Index","AUT","Austria","Q","Quarterly","2023-Q2","Q2-2023","IDX","Index","0","Units","2015_100","2015=100",136.5156,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",134.4612,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",131.1671,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",95.53706,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",94.68448,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",98.01804,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",102.7498,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",100.9839,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",99.49938,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",98.06812,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",96.62834,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",105.6379,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",116.8908,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",127.03,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",129.4822,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",133.5383,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",137.231,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",144.3702,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",149.0391,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units","2015_100","2015=100",146.7894,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units","2015_100","2015=100",151.8419,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2021-09","Sep-2021","IDX","Index","0","Units","2015_100","2015=100",154.665,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2021-10","Oct-2021","IDX","Index","0","Units","2015_100","2015=100",158.0092,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2021-11","Nov-2021","IDX","Index","0","Units","2015_100","2015=100",159.822,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2021-12","Dec-2021","IDX","Index","0","Units","2015_100","2015=100",159.1624,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2022-01","Jan-2022","IDX","Index","0","Units","2015_100","2015=100",163.017,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2022-02","Feb-2022","IDX","Index","0","Units","2015_100","2015=100",159.8338,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2022-03","Mar-2022","IDX","Index","0","Units","2015_100","2015=100",137.7468,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2022-04","Apr-2022","IDX","Index","0","Units","2015_100","2015=100",139.3102,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2022-05","May-2022","IDX","Index","0","Units","2015_100","2015=100",137.4985,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2022-06","Jun-2022","IDX","Index","0","Units","2015_100","2015=100",136.3017,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2022-07","Jul-2022","IDX","Index","0","Units","2015_100","2015=100",128.733,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2022-08","Aug-2022","IDX","Index","0","Units","2015_100","2015=100",132.8904,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2022-09","Sep-2022","IDX","Index","0","Units","2015_100","2015=100",125.279,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2022-10","Oct-2022","IDX","Index","0","Units","2015_100","2015=100",121.5426,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2022-11","Nov-2022","IDX","Index","0","Units","2015_100","2015=100",133.9646,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2022-12","Dec-2022","IDX","Index","0","Units","2015_100","2015=100",132.1838,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2023-01","Jan-2023","IDX","Index","0","Units","2015_100","2015=100",137.0307,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2023-02","Feb-2023","IDX","Index","0","Units","2015_100","2015=100",142.6139,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2023-03","Mar-2023","IDX","Index","0","Units","2015_100","2015=100",138.8541,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2023-04","Apr-2023","IDX","Index","0","Units","2015_100","2015=100",138.3106,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2023-05","May-2023","IDX","Index","0","Units","2015_100","2015=100",136.2228,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2023-06","Jun-2023","IDX","Index","0","Units","2015_100","2015=100",135.0133,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2023-07","Jul-2023","IDX","Index","0","Units","2015_100","2015=100",136.7216,,
"SP","Share Prices, Index","AUT","Austria","M","Monthly","2023-08","Aug-2023","IDX","Index","0","Units","2015_100","2015=100",136.3081,,
"SP","Share Prices, Index","BEL","Belgium","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",77.87579,,
"SP","Share Prices, Index","BEL","Belgium","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",91.67892,,
"SP","Share Prices, Index","BEL","Belgium","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",93.04843,,
"SP","Share Prices, Index","BEL","Belgium","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",86.19547,,
"SP","Share Prices, Index","BEL","Belgium","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",71.25291,,
"SP","Share Prices, Index","BEL","Belgium","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",75.63686,,
"SP","Share Prices, Index","BEL","Belgium","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",78.41792,,
"SP","Share Prices, Index","BEL","Belgium","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2015_100","2015=100",85.27314,,
"SP","Share Prices, Index","BEL","Belgium","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2015_100","2015=100",91.53018,,
"SP","Share Prices, Index","BEL","Belgium","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2015_100","2015=100",92.99113,,
"SP","Share Prices, Index","BEL","Belgium","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2015_100","2015=100",96.92123,,
"SP","Share Prices, Index","BEL","Belgium","Q","Quarterly","2022-Q1","Q1-2022","IDX","Index","0","Units","2015_100","2015=100",97.77557,,
"SP","Share Prices, Index","BEL","Belgium","Q","Quarterly","2022-Q2","Q2-2022","IDX","Index","0","Units","2015_100","2015=100",93.34019,,
"SP","Share Prices, Index","BEL","Belgium","Q","Quarterly","2022-Q3","Q3-2022","IDX","Index","0","Units","2015_100","2015=100",88.80946,,
"SP","Share Prices, Index","BEL","Belgium","Q","Quarterly","2022-Q4","Q4-2022","IDX","Index","0","Units","2015_100","2015=100",92.26852,,
"SP","Share Prices, Index","BEL","Belgium","Q","Quarterly","2023-Q1","Q1-2023","IDX","Index","0","Units","2015_100","2015=100",98.61327,,
"SP","Share Prices, Index","BEL","Belgium","Q","Quarterly","2023-Q2","Q2-2023","IDX","Index","0","Units","2015_100","2015=100",97.12535,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",96.22175,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",93.8868,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",68.47787,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",68.64985,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",69.09545,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",76.01343,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",75.82822,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",75.99451,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",75.08783,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",72.9223,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",79.02596,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",83.30549,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",84.32821,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",84.5051,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",86.98611,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",88.75871,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",91.73833,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",94.0935,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units","2015_100","2015=100",91.92867,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units","2015_100","2015=100",93.85934,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2021-09","Sep-2021","IDX","Index","0","Units","2015_100","2015=100",93.1854,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2021-10","Oct-2021","IDX","Index","0","Units","2015_100","2015=100",95.7244,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2021-11","Nov-2021","IDX","Index","0","Units","2015_100","2015=100",97.89474,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2021-12","Dec-2021","IDX","Index","0","Units","2015_100","2015=100",97.14455,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2022-01","Jan-2022","IDX","Index","0","Units","2015_100","2015=100",101.2457,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2022-02","Feb-2022","IDX","Index","0","Units","2015_100","2015=100",99.34743,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2022-03","Mar-2022","IDX","Index","0","Units","2015_100","2015=100",92.73357,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2022-04","Apr-2022","IDX","Index","0","Units","2015_100","2015=100",94.93864,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2022-05","May-2022","IDX","Index","0","Units","2015_100","2015=100",93.84229,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2022-06","Jun-2022","IDX","Index","0","Units","2015_100","2015=100",91.23965,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2022-07","Jul-2022","IDX","Index","0","Units","2015_100","2015=100",88.8135,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2022-08","Aug-2022","IDX","Index","0","Units","2015_100","2015=100",91.04829,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2022-09","Sep-2022","IDX","Index","0","Units","2015_100","2015=100",86.56657,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2022-10","Oct-2022","IDX","Index","0","Units","2015_100","2015=100",86.42198,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2022-11","Nov-2022","IDX","Index","0","Units","2015_100","2015=100",94.11179,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2022-12","Dec-2022","IDX","Index","0","Units","2015_100","2015=100",96.27178,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2023-01","Jan-2023","IDX","Index","0","Units","2015_100","2015=100",98.74345,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2023-02","Feb-2023","IDX","Index","0","Units","2015_100","2015=100",99.74237,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2023-03","Mar-2023","IDX","Index","0","Units","2015_100","2015=100",97.35397,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2023-04","Apr-2023","IDX","Index","0","Units","2015_100","2015=100",99.87871,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2023-05","May-2023","IDX","Index","0","Units","2015_100","2015=100",96.86105,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2023-06","Jun-2023","IDX","Index","0","Units","2015_100","2015=100",94.6363,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2023-07","Jul-2023","IDX","Index","0","Units","2015_100","2015=100",96.20719,,
"SP","Share Prices, Index","BEL","Belgium","M","Monthly","2023-08","Aug-2023","IDX","Index","0","Units","2015_100","2015=100",97.71101,,
"SP","Share Prices, Index","CAN","Canada","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",111.7975,,
"SP","Share Prices, Index","CAN","Canada","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",138.1638,,
"SP","Share Prices, Index","CAN","Canada","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",140.6862,,
"SP","Share Prices, Index","CAN","Canada","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",113.1711,,
"SP","Share Prices, Index","CAN","Canada","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",103.3257,,
"SP","Share Prices, Index","CAN","Canada","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",113.2623,,
"SP","Share Prices, Index","CAN","Canada","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",117.4307,,
"SP","Share Prices, Index","CAN","Canada","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2015_100","2015=100",127.229,,
"SP","Share Prices, Index","CAN","Canada","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2015_100","2015=100",136.4981,,
"SP","Share Prices, Index","CAN","Canada","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2015_100","2015=100",142.1406,,
"SP","Share Prices, Index","CAN","Canada","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2015_100","2015=100",146.7877,,
"SP","Share Prices, Index","CAN","Canada","Q","Quarterly","2022-Q1","Q1-2022","IDX","Index","0","Units","2015_100","2015=100",148.521,,
"SP","Share Prices, Index","CAN","Canada","Q","Quarterly","2022-Q2","Q2-2022","IDX","Index","0","Units","2015_100","2015=100",143.5148,,
"SP","Share Prices, Index","CAN","Canada","Q","Quarterly","2022-Q3","Q3-2022","IDX","Index","0","Units","2015_100","2015=100",134.6975,,
